symbol,C1,C2,C3,T1,T2,T3
LOC728660,0,0,0,0,0,0
LOC728715,2,7,1,0,0,2
LOC728739,0,0,0,0,0,0
LOC728743,369,339,359,466,473,472
LOC728989,3,3,4,0,3,2
LOC729080,0,0,2,2,4,2
LOC729218,306,266,320,420,356,335
LOC729254,0,0,0,0,0,0
LOC729291,9,18,21,14,22,19
LOC729296,0,0,0,0,0,0
LOC729558,0,0,0,0,0,0
LOC729609,0,0,0,0,0,0
LOC729681,0,0,0,0,0,0
LOC729683,2,4,4,4,2,0
LOC729732,2,1,1,0,2,0
LOC729737,444,376,423,514,533,441
LOC729815,0,0,0,0,0,0
LOC729867,0,3,0,8,0,9
LOC729870,19,25,29,30,31,33
LOC729930,0,0,0,0,0,0
LOC729968,1,2,0,0,0,0
LOC730098,27,18,25,22,24,35
LOC730101,264,201,228,119,129,119
LOC730183,25,42,25,58,26,34
LOC730234,4,0,1,9,4,5
LOC730338,2,6,4,4,13,4
LOC730668,0,0,0,0,2,0
LOC731075,12,2,19,14,12,10
LOC731157,0,0,0,0,0,0
LOC780529,0,0,0,0,0,0
LOC84214,24,19,20,36,21,24
LOC90246,34,17,16,20,23,40
LOC91450,7,2,3,6,12,3
LOC93429,0,0,0,0,0,0
LOC93463,0,0,0,0,0,0
LOH12CR2,1,2,0,0,1,0
LOHAN2,0,0,0,0,0,0
LONP1,6520,5133,5672,3145,3130,3404
LONP2,3989,3605,4017,3828,3595,4152
LONRF1,204,182,188,122,106,110
LONRF2,530,475,476,125,151,204
LONRF3,245,255,221,185,188,182
LORICRIN,0,0,0,0,0,0
LOX,4,14,12,18,30,15
LOXHD1,0,0,0,0,0,0
LOXL1,1185,857,934,314,295,377
LOXL1-AS1,261,224,278,144,118,158
LOXL2,607,414,466,327,289,310
LOXL2-AS1,0,0,0,0,0,0
LOXL3,15,8,13,14,20,16
LOXL4,3928,2972,3681,3452,3288,3681
LPA,0,0,0,0,0,0
LPAL2,0,0,0,0,0,0
LPAR1,353,300,370,337,267,328
LPAR2,1547,1264,1387,802,740,928
LPAR3,2,0,2,2,0,4
LPAR4,0,0,0,0,0,0
LPAR5,756,669,692,515,442,541
LPAR6,140,113,128,233,205,238
LPCAT1,2538,2062,2378,1366,1374,1533
LPCAT2,252,217,220,198,198,158
LPCAT3,1801,1509,1839,1535,1397,1692
LPCAT4,15666,14173,15495,12852,11964,13008
LPGAT1,2292,2079,2522,2327,2346,2311
LPGAT1-AS1,0,0,0,0,0,0
LPIN1,4968,3856,4938,2701,2603,3047
LPIN2,3064,2555,2844,4450,4328,4547
LPIN3,1787,1261,1357,1595,1533,1530
LPL,0,0,0,0,0,0
LPO,2,4,2,0,2,2
LPP,5530,4923,5288,4195,4082,4015
LPP-AS1,0,0,0,0,0,0
LPP-AS2,47,39,43,63,33,61
LPXN,176,185,195,197,192,181
LRAT,0,8,13,0,0,0
LRATD1,365,285,338,286,268,356
LRATD2,1872,2193,2110,3290,1062,1542
LRBA,5064,4475,5203,4416,4143,4263
LRCH1,1481,1212,1571,1855,1707,1891
LRCH2,0,0,0,0,0,0
LRCH3,1072,828,1056,796,794,912
LRCH4,2710,2391,2351,2317,2577,2509
LRCOL1,0,0,0,0,0,0
LRFN1,4,5,9,6,4,7
LRFN2,0,0,0,0,2,0
LRFN3,462,328,415,447,422,470
LRFN4,149,124,109,59,37,61
LRFN5,0,0,0,0,0,0
LRFN5-DT,0,0,0,0,0,0
LRG1,2169,1735,2064,3968,3784,4747
LRGUK,12,20,11,11,10,17
LRIF1,700,591,762,693,735,679
LRIG1,1262,1020,1090,1010,1030,1058
LRIG2,465,375,452,336,420,359
LRIG2-DT,0,0,0,0,0,0
LRIG3,699,583,680,607,508,555
LRIG3-DT,0,0,0,6,0,3
LRIT1,0,0,0,0,0,0
LRIT2,0,0,0,0,0,0
LRIT3,0,0,6,0,2,0
LRMDA,112,130,105,125,131,145
LRP1,24319,19931,22415,24037,22434,24480
LRP1-AS,2,2,0,2,0,0
LRP10,26688,21413,24568,33582,31155,35839
LRP11,3273,2955,3688,2979,2937,2961
LRP12,34,21,55,33,18,19
LRP1B,0,0,1,0,0,0
LRP2,0,0,3,4,5,4
LRP2BP,66,107,106,71,38,84
LRP3,267,247,260,335,253,303
LRP4,439,319,366,1367,1257,1498
LRP4-AS1,0,9,0,10,24,13
LRP5,19894,16120,18795,19178,17487,19678
LRP5L,242,400,165,172,142,176
LRP6,624,502,610,532,518,586
LRP8,867,644,663,410,357,433
LRP8-DT,0,0,0,2,0,0
LRPAP1,5607,5966,6774,4893,4724,4604
LRPPRC,3817,3354,3737,2709,2615,2733
LRR1,121,75,100,69,92,88
LRRC1,2557,2250,2453,2998,2889,3122
LRRC10,0,0,0,0,0,0
LRRC10B,6,4,2,0,2,0
LRRC14,904,697,874,505,550,681
LRRC14B,0,0,0,0,0,2
LRRC15,0,0,0,0,2,0
LRRC17,7,0,11,4,0,5
LRRC18,0,0,0,0,0,0
LRRC19,6,4,0,2,10,0
LRRC2,0,0,6,6,0,6
LRRC2-AS1,0,0,0,0,0,2
LRRC20,901,664,713,311,307,347
LRRC23,244,231,222,255,214,247
LRRC24,25,27,39,25,37,39
LRRC25,0,0,0,0,0,0
LRRC26,52,27,49,57,28,51
LRRC27,162,152,205,195,178,161
LRRC28,441,388,480,511,536,590
LRRC3,203,152,161,192,156,173
LRRC3-DT,0,0,3,0,4,0
LRRC30,0,0,0,0,0,0
LRRC31,162,188,161,142,116,126
LRRC32,6,2,0,5,4,0
LRRC34,8,5,15,4,19,11
LRRC36,9,2,2,0,11,2
LRRC37A,117,93,121,112,124,122
LRRC37A11P,0,0,0,0,0,0
LRRC37A2,285,227,233,228,254,247
LRRC37A3,47,38,42,52,49,50
LRRC37A4P,100,84,84,92,87,68
LRRC37A5P,0,0,0,0,0,0
LRRC37A6P,17,9,8,4,2,7
LRRC37A8P,7,1,0,1,0,0
LRRC37B,116,121,112,193,211,261
LRRC38,0,0,0,0,0,0
LRRC39,22,2,3,9,4,13
LRRC3B,0,0,0,0,0,0
LRRC3B-AS1,0,0,0,0,0,0
LRRC3C,0,4,0,0,7,2
LRRC4,0,0,0,0,2,0
LRRC40,183,194,226,161,133,169
LRRC41,3217,2827,2900,3225,3206,3442
LRRC42,1696,1373,1487,1737,1718,1831
LRRC43,6,12,5,15,1,16
LRRC45,408,266,359,262,274,302
LRRC46,15,7,14,4,7,12
LRRC47,1968,1726,2001,1553,1463,1584
LRRC49,33,25,25,22,10,35
LRRC4B,16,14,20,30,31,28
LRRC4C,0,0,0,0,0,0
LRRC51,89,83,92,113,126,138
LRRC52,0,0,0,0,0,0
LRRC52-AS1,0,0,0,0,0,0
LRRC53,0,0,0,0,2,0
LRRC55,0,0,0,12,2,2
LRRC56,69,58,60,60,64,63
LRRC57,347,557,647,649,378,598
LRRC58,452,449,567,490,498,482
LRRC59,7200,5982,6703,4480,4073,4913
LRRC61,428,408,422,541,521,549
LRRC63,0,0,2,0,0,0
LRRC66,158,121,141,303,223,316
LRRC69,0,2,6,0,3,2
LRRC7,0,0,0,0,2,0
LRRC7-AS1,0,0,0,0,0,0
LRRC70,6,0,6,0,4,0
LRRC71,0,0,3,0,0,0
LRRC72,0,0,0,0,0,0
LRRC73,64,61,74,36,45,42
LRRC74A,0,0,0,7,2,4
LRRC74B,0,0,0,0,0,0
LRRC75A,225,152,162,139,90,138
LRRC75B,201,119,134,186,130,157
LRRC77P,0,0,0,0,0,0
LRRC8A,10315,9315,10254,8917,8416,8957
LRRC8B,523,393,487,327,355,333
LRRC8C,186,221,279,211,186,165
LRRC8C-DT,2,5,3,6,0,5
LRRC8D,1358,1263,1420,662,645,682
LRRC8D-DT,29,12,33,4,8,15
LRRC8E,679,558,596,403,396,434
LRRC9,0,0,0,0,0,0
LRRCC1,65,58,87,51,71,59
LRRD1,0,2,4,0,0,0
LRRFIP1,7043,6452,7818,4299,4187,4858
LRRFIP2,2413,2298,2656,3371,3326,3451
LRRIQ1,0,0,0,0,0,0
LRRIQ3,0,0,0,0,0,0
LRRIQ4,0,0,0,0,0,2
LRRK1,914,801,935,893,898,877
LRRK2,0,0,0,0,2,0
LRRK2-DT,0,0,0,0,0,0
LRRN1,70,63,46,24,28,27
LRRN2,2,25,20,2,0,0
LRRN3,2,0,0,0,0,0
LRRN4,7,0,2,2,4,4
LRRN4CL,2,0,0,0,0,0
LRRTM1,0,0,0,0,0,0
LRRTM2,0,0,0,3,4,3
LRRTM3,0,0,0,0,0,0
LRRTM4,0,0,0,0,0,0
LRRTM4-AS1,0,0,0,0,0,0
LRSAM1,1464,1226,1419,1145,1122,1198
LRTM1,0,0,0,0,0,0
LRTM2,0,0,0,1,0,0
LRTOMT,1,1,2,13,2,2
LRWD1,752,567,655,455,411,512
LSAMP,42,20,30,5,4,18
LSAMP-AS1,7,5,0,0,0,0
LSG1,1003,829,980,672,579,633
LSINCT5,0,0,0,0,0,0
LSM1,554,464,605,538,567,671
LSM10,774,663,615,434,431,469
LSM11,124,131,144,163,152,161
LSM12,1196,1074,742,764,672,1077
LSM14A,1241,1102,1332,1281,1280,1336
LSM14B,1104,929,1123,923,939,1125
LSM2,89,73,83,60,60,72
LSM3,477,519,520,437,526,503
LSM4,4235,3790,2490,2007,1981,4234
LSM5,262,198,296,184,231,228
LSM6,194,157,174,152,127,147
LSM7,1390,1183,1246,954,967,1038
LSM8,624,550,581,549,552,683
LSMEM1,76,56,67,94,94,110
LSMEM2,74,33,28,15,33,12
LSP1,1,2,2,1,1,3
LSP1P3,0,0,2,0,0,0
LSP1P4,20,8,17,15,19,18
LSP1P5,4,0,5,5,3,11
LSR,19193,16062,18673,16039,14301,17665
LSS,3736,3734,4262,1972,1924,2174
LST1,0,0,1,0,3,1
LTA,0,0,0,1,1,1
LTA4H,5553,5049,5650,5792,5369,6218
LTB,40,31,28,767,768,918
LTB4R,133,104,96,116,113,114
LTB4R2,28,18,18,35,32,26
LTBP1,2510,1930,2340,1336,1200,1428
LTBP2,23,0,20,35,29,17
LTBP3,8109,6746,7541,4924,4938,5420
LTBP4,2195,1888,2018,1259,1149,1299
LTBR,6207,5076,5890,6416,5750,7025
LTC4S,8,6,2,4,8,5
LTF,8,4,6,6,6,6
LTK,43,52,56,29,25,18
LTN1,440,464,491,452,451,428
LTO1,418,279,311,237,249,286
LTV1,373,250,349,238,181,260
LUADT1,0,0,0,0,0,0
LUARIS,0,0,0,0,0,0
LUC7L,1429,1049,1355,931,1005,1056
LUC7L2,2116,1628,2029,1611,1688,1960
LUC7L3,2359,2001,3584,3539,3751,4013
LUCAT1,14,14,12,33,19,43
LUM,6,6,6,0,0,6
LUNAR1,0,0,0,0,0,0
LURAP1,40,45,64,42,25,25
LURAP1L,1385,1273,1421,897,939,1090
LURAP1L-AS1,0,0,5,0,0,0
LUZP1,1589,1354,1488,1312,1178,1430
LUZP2,2,4,8,2,2,4
LUZP4,0,0,0,0,0,0
LVRN,4,0,4,2,5,4
LXN,406,335,321,192,265,264
LY6D,0,2,0,12,12,28
LY6E,9097,7758,9022,11732,10196,13394
LY6E-DT,6,1,6,6,6,12
LY6G5B,45,36,33,32,37,33
LY6G5C,1,1,1,1,0,1
LY6G6C,7,8,6,5,3,7
LY6G6D,0,0,0,0,0,0
LY6G6E,0,1,0,0,0,0
LY6G6F,0,0,0,0,0,0
LY6G6F-LY6G6D,1,0,0,0,0,0
LY6H,0,0,0,0,0,0
LY6K,0,0,0,0,0,0
LY6L,0,0,0,0,0,0
LY6S,32,26,33,68,44,74
LY6S-AS1,0,0,0,0,0,0
LY75,3985,3908,4395,3364,3503,3039
LY75-CD302,196,337,203,262,98,408
LY86,0,0,0,0,0,0
LY86-AS1,0,0,0,0,0,0
LY9,0,0,0,0,0,0
LY96,15,27,20,4,2,6
LYAR,251,187,236,118,76,132
LYG1,45,25,33,41,29,39
LYG2,2,0,0,0,2,0
LYL1,20,10,35,14,16,19
LYN,3085,2746,3195,6350,6098,6722
LYNX1,422,327,412,732,776,906
LYNX1-SLURP2,0,0,0,0,0,13
LYPD1,5,2,0,0,2,15
LYPD2,1180,1131,1173,8069,7728,10493
LYPD3,42,36,32,112,98,94
LYPD4,0,0,2,0,0,0
LYPD5,88,74,58,71,95,100
LYPD6,202,199,210,191,200,215
LYPD6B,462,320,397,338,261,297
LYPD8,0,0,0,0,0,0
LYPD9P,0,0,0,0,0,0
LYPLA1,1037,1452,1531,1299,1044,1283
LYPLA2,3621,2895,3550,3174,2834,3319
LYPLA2P2,2,3,4,1,4,5
LYPLAL1,473,402,466,429,353,424
LYPLAL1-AS1,0,0,0,0,0,3
LYPLAL1-DT,4,0,0,0,0,0
LYRM1,603,583,649,540,509,585
LYRM2,517,388,535,427,412,432
LYRM4,310,240,268,208,161,174
LYRM4-AS1,23,9,25,15,8,7
LYRM7,82,87,121,51,51,47
LYRM9,266,252,263,254,246,261
LYSET,149,117,150,94,76,104
LYSMD1,295,254,289,348,263,312
LYSMD2,189,177,197,336,346,319
LYSMD3,361,354,385,328,412,375
LYSMD4,511,348,405,281,281,365
LYST,1017,959,1206,685,677,772
LYVE1,0,0,0,2,0,0
LYZ,213661,191329,220235,188138,181869,216047
LYZL1,0,0,0,0,0,0
LYZL2,0,0,0,0,0,0
LYZL4,0,0,0,0,0,0
LYZL6,0,0,0,0,0,0
LZIC,742,725,877,610,608,615
LZTFL1,282,333,409,354,382,442
LZTR1,1812,1460,1699,1418,1476,1678
LZTS1,2,0,0,0,0,0
LZTS1-AS1,0,0,0,0,0,0
LZTS2,1531,1117,1322,1836,1758,1840
LZTS3,3370,2508,3050,3615,3561,4380
M1AP,3,0,2,5,0,2
M6PR,3174,2668,3127,2656,2619,2952
MAB21L1,0,1,0,0,0,0
MAB21L2,0,0,0,0,0,1
MAB21L3,8,2,6,17,5,3
MAB21L4,911,748,756,738,730,706
MACC1,1424,1286,1450,1217,1557,1037
MACC1-AS1,0,0,0,1,2,0
MACF1,14301,11439,13536,9652,9023,9903
MACIR,731,673,815,854,903,971
MACO1,1176,1013,1217,1237,1234,1290
MACORIS,0,0,0,0,0,0
MACROD1,744,677,672,830,747,895
MACROD2,22,22,20,28,28,16
MACROD2-AS1,0,0,0,0,0,0
MACROD2-IT1,0,0,0,0,0,0
MACROH2A1,5165,4155,4857,3858,4804,4411
MACROH2A2,568,493,559,364,378,501
MAD1L1,1026,854,1017,604,584,721
MAD2L1,176,151,187,110,81,118
MAD2L1-DT,0,0,0,0,0,2
MAD2L1BP,941,766,858,934,952,1080
MAD2L2,540,387,471,378,355,393
MADCAM1,2,3,9,5,6,8
MADCAM1-AS1,22,29,10,14,17,15
MADD,2403,2124,2557,3266,3059,3767
MADD-AS1,0,0,0,0,0,0
MAEA,2320,1991,2194,1840,1900,2246
MAEL,0,0,0,0,0,0
MAF,0,2,0,2,0,0
MAF1,3359,2930,3333,4193,3769,4368
MAFA,4,5,10,0,2,0
MAFA-AS1,0,0,0,0,0,0
MAFB,4,4,4,2,2,0
MAFF,3389,2921,3224,6575,5868,6805
MAFG,1861,1671,1873,764,2029,2308
MAFG-AS1,4,3,1,4,0,0
MAFIP,193,156,153,118,183,185
MAFK,2835,2305,2335,2548,2292,2453
MAFTRR,0,0,0,0,0,0
MAG,0,0,0,0,0,2
MAGEA1,0,0,0,0,0,0
MAGEA10,0,2,0,2,2,0
MAGEA11,0,0,0,0,0,0
MAGEA12,0,0,0,0,0,0
MAGEA2,0,0,0,0,0,0
MAGEA2B,0,0,0,0,0,0
MAGEA3,0,0,0,0,0,0
MAGEA3-DT,0,0,0,0,0,0
MAGEA4,0,0,0,0,0,0
MAGEA4-AS1,0,0,0,0,0,0
MAGEA5P,0,0,0,0,0,0
MAGEA6,0,0,0,0,0,0
MAGEA6-DT,0,0,0,0,0,0
MAGEA8,2,0,0,0,0,4
MAGEA8-AS1,0,0,0,0,0,0
MAGEA9,0,0,0,0,0,0
MAGEA9B,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0
MAGEB10,0,0,0,0,0,0
MAGEB16,0,0,0,0,0,0
MAGEB17,0,0,0,0,0,0
MAGEB17-AS1,0,0,0,0,0,0
MAGEB18,0,0,0,0,0,0
MAGEB2,0,0,0,0,0,0
MAGEB3,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0
MAGEB5,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,0
MAGEB6B,0,0,0,0,0,0
MAGEC1,0,0,0,0,0,0
MAGEC2,0,0,0,0,0,0
MAGEC3,0,0,0,0,0,0
MAGED1,8052,6563,7582,6977,6205,7746
MAGED2,2557,2249,2583,3604,3535,4081
MAGED4,47,43,56,97,84,104
MAGED4B,45,42,63,95,81,107
MAGEE1,33,18,33,39,32,26
MAGEE2,0,0,0,0,0,0
MAGEF1,1310,1075,1184,1317,1362,1424
MAGEH1,49,49,37,32,33,26
MAGEL2,0,0,0,0,0,0
MAGI1,1068,852,970,946,890,994
MAGI1-AS1,0,0,0,0,0,0
MAGI1-IT1,0,2,6,4,0,0
MAGI2,34,42,41,23,32,34
MAGI2-AS2,0,0,0,0,0,0
MAGI2-AS3,20,3,4,8,12,4
MAGI3,736,648,671,699,592,594
MAGIX,52,20,47,114,123,114
MAGOH,342,340,331,309,280,310
MAGOH-DT,57,45,29,43,46,42
MAGOH2P,4,3,4,5,6,7
MAGOHB,126,84,110,64,89,120
MAGT1,3202,2941,3337,2842,2813,2871
MAILR,21,16,21,16,27,28
MAIP1,224,195,241,195,351,260
MAJIN,31,16,28,49,36,50
MAK,16,9,5,7,33,21
MAK16,236,199,252,139,172,148
MAL,0,0,0,0,0,0
MAL2,11274,10724,11962,9377,9578,10215
MAL2-AS1,9,7,3,9,7,5
MALAT1,4840,4446,3975,3490,3581,4140
MALINC1,98,64,71,55,53,89
MALL,5275,4360,5093,3054,2903,3384
MALLP2,0,0,0,0,0,0
MALRD1,0,0,0,0,0,2
MALSU1,488,446,548,494,425,440
MALT1,611,508,596,526,607,658
MALT1-AS1,4,0,0,0,0,0
MAMDC2,0,0,0,3,0,2
MAMDC2-AS1,0,0,0,2,0,0
MAMDC4,556,405,377,458,489,466
MAML1,896,677,858,822,773,857
MAML2,607,559,521,577,571,614
MAML3,906,653,789,648,627,703
MAMLD1,306,231,291,136,136,125
MAMSTR,232,205,228,238,246,551
MAN1A1,1406,1275,1640,1298,1315,1307
MAN1A2,1350,1290,1445,1187,1213,1151
MAN1B1,3305,2875,3063,2425,2363,2701
MAN1B1-DT,20,6,22,16,19,12
MAN1C1,2,4,5,2,2,0
MAN2A1,2478,2199,2651,2970,3060,3186
MAN2A1-DT,63,49,79,54,77,77
MAN2A2,2596,2037,2487,1375,1293,1418
MAN2B1,7079,5603,6268,7672,7134,7496
MAN2B2,2989,2391,2779,1802,1639,1874
MAN2C1,5115,3818,4249,3100,3173,3319
MANBA,1611,1560,1753,1450,1350,1418
MANBAL,1527,1320,1487,1226,1097,1264
MANCR,10,5,13,4,5,5
MANEA,333,308,373,234,216,224
MANEA-DT,22,25,11,16,6,6
MANEAL,174,98,141,55,86,81
MANF,2831,2603,2606,1815,1760,2022
MANSC1,1726,1492,2630,1122,585,1268
MANSC4,0,0,0,0,2,2
MAOA,2304,2140,2408,3188,3187,3263
MAOB,2826,2186,2734,720,653,840
MAP10,71,71,94,116,99,134
MAP1A,30,27,14,12,7,11
MAP1B,140,131,142,36,27,24
MAP1LC3A,261,217,232,274,244,349
MAP1LC3B,3502,3177,3442,3699,3599,3834
MAP1LC3B2,82,72,65,59,76,73
MAP1LC3BP1,0,0,2,0,0,0
MAP1LC3C,0,0,0,0,0,0
MAP1S,2460,2066,2272,1928,1644,1947
MAP2,53,33,36,17,11,18
MAP2K1,3075,2771,3112,2750,2740,2927
MAP2K2,4787,5083,4624,4702,4367,5141
MAP2K3,6409,5243,5530,4074,3915,4280
MAP2K4,1400,1178,1455,1312,1325,1413
MAP2K4P1,3,0,0,0,0,0
MAP2K5,632,598,725,633,593,624
MAP2K5-DT,9,16,20,7,26,9
MAP2K6,1003,865,1038,537,519,484
MAP2K7,1011,1145,837,949,1462,1036
MAP3K1,672,577,647,710,794,836
MAP3K10,535,386,478,507,403,508
MAP3K11,5147,4102,4648,4704,4233,5248
MAP3K12,117,115,98,141,95,128
MAP3K13,998,947,1120,1918,1895,1785
MAP3K14,708,563,535,368,257,374
MAP3K14-AS1,106,88,95,73,98,77
MAP3K15,6,0,13,3,4,0
MAP3K19,0,0,0,3,0,4
MAP3K2,1156,651,1139,1161,1166,1143
MAP3K2-DT,73,75,85,122,108,135
MAP3K20,768,754,781,683,614,588
MAP3K20-AS1,6,15,9,4,4,4
MAP3K21,632,540,581,438,483,486
MAP3K3,459,358,450,377,355,390
MAP3K4,1256,1072,1289,1167,1162,1264
MAP3K4-AS1,12,7,2,14,6,7
MAP3K5,2483,2239,2670,2679,2522,2794
MAP3K5-AS1,2,4,0,0,7,4
MAP3K5-AS2,0,0,0,0,0,0
MAP3K6,1168,932,985,803,768,936
MAP3K7,1236,1180,1262,1253,1155,1431
MAP3K7CL,48,42,53,79,51,63
MAP3K8,433,382,428,1284,1167,1336
MAP3K9,1427,1246,1361,850,884,817
MAP3K9-DT,77,53,69,38,42,57
MAP4,10419,9515,11046,7173,6769,7683
MAP4K1,5,6,4,0,4,2
MAP4K1-AS1,0,0,0,0,0,0
MAP4K2,122,70,81,83,48,66
MAP4K3,1008,922,1050,1042,976,1027
MAP4K3-DT,243,219,249,222,193,221
MAP4K4,4278,3596,4144,4791,4514,5332
MAP4K5,1146,976,1118,1377,1275,1270
MAP6,8,0,0,2,6,8
MAP6D1,33,12,18,14,12,19
MAP7,2026,1639,2174,2079,1895,2135
MAP7-AS1,5,4,11,4,4,8
MAP7D1,2319,1768,2134,2494,2318,3024
MAP7D2,13,13,12,23,8,10
MAP7D3,122,139,157,29,52,54
MAP9,322,314,379,132,139,113
MAP9-AS1,0,0,0,0,0,0
MAPK1,4273,3778,4177,3031,3095,3277
MAPK10,7,2,7,4,3,2
MAPK10-AS1,10,17,16,6,7,7
MAPK11,570,334,581,1084,1115,622
MAPK12,43,48,32,52,55,70
MAPK13,4549,4848,4474,5871,4664,6113
MAPK14,2697,2347,2470,2649,2660,2727
MAPK15,44,34,49,57,60,58
MAPK1IP1L,2249,1869,2224,1982,1888,2099
MAPK3,6568,5798,6424,8101,7594,8725
MAPK4,0,0,0,0,0,0
MAPK6,2664,2253,2640,3279,2938,3414
MAPK6-DT,0,0,0,0,3,0
MAPK7,464,420,472,531,427,514
MAPK8,1210,1088,1271,1104,1043,730
MAPK8IP1,426,286,343,386,340,432
MAPK8IP1P2,2,1,1,0,1,1
MAPK8IP2,54,56,56,90,72,99
MAPK8IP3,6257,4987,4985,5288,5186,5076
MAPK8IP3-AS1,0,0,0,0,0,0
MAPK9,1401,1345,1507,1428,1304,1368
MAPKAP1,2173,2714,3182,2352,2223,2579
MAPKAPK2,4118,3152,3821,3692,3546,3893
MAPKAPK3,2053,1812,1822,1025,1027,1092
MAPKAPK5,1170,1030,1129,945,797,924
MAPKAPK5-AS1,739,625,675,867,753,820
MAPKBP1,1067,968,1070,833,810,867
MAPRE1,3405,3039,3390,2388,2182,2493
MAPRE2,2629,2270,2710,2409,2341,2681
MAPRE3,1074,878,1034,545,499,558
MAPRE3-AS1,0,0,0,0,0,0
MAPT,11,7,12,4,9,5
MAPT-AS1,0,0,0,0,0,0
MAPT-IT1,0,0,0,0,0,0
MARCHF1,32,24,29,29,31,20
MARCHF10,0,0,0,0,0,3
MARCHF10-DT,0,0,0,0,0,0
MARCHF11,0,0,0,0,0,0
MARCHF11-AS1,0,0,0,0,0,0
MARCHF11-DT,0,0,0,0,0,0
MARCHF2,838,772,805,1228,1321,1488
MARCHF3,652,720,830,1382,1280,1626
MARCHF4,0,0,0,0,0,0
MARCHF5,1457,1565,1624,1197,1237,1318
MARCHF6,3872,3334,3568,5737,5751,5557
MARCHF6-DT,20,27,14,13,20,18
MARCHF7,1414,1211,1677,1608,1551,1437
MARCHF8,700,576,611,734,694,746
MARCHF9,560,442,567,522,482,478
MARCKS,4643,4046,4848,5774,5465,6277
MARCKSL1,11479,9548,11074,11956,10636,12981
MARCO,0,0,0,0,0,0
MARCOL,0,0,0,0,2,0
MARF1,1462,1366,1448,1425,1351,1384
MARK1,0,0,0,0,0,0
MARK2,2182,1898,2206,2347,2127,2439
MARK2P9,1,0,4,2,0,0
MARK3,3075,2541,2816,2803,2653,3072
MARK4,1359,1207,1315,1809,1597,1927
MARS1,12460,10110,11597,3758,3787,4185
MARS2,267,163,223,75,64,86
MARVELD1,527,382,472,732,699,756
MARVELD2,309,301,331,322,334,342
MARVELD3,1632,1287,1527,2614,2445,2703
MAS1,0,0,0,0,0,0
MAS1L,0,0,0,1,0,1
MASCRNA,1,1,1,1,1,1
MASP1,76,70,75,250,227,244
MASP2,39,41,51,29,36,35
MAST1,55,44,72,82,87,83
MAST2,4907,3985,4681,4149,4073,4329
MAST3,1059,780,945,904,968,1143
MAST4,1203,990,1162,1567,1507,1529
MAST4-AS1,6,18,12,6,6,11
MASTL,509,422,497,580,566,611
MAT1A,2,4,4,0,0,0
MAT2A,19149,16394,18471,10408,10163,11134
MAT2B,3001,2470,2742,3169,3364,3515
MATCAP1,728,537,646,461,462,455
MATCAP2,544,527,551,469,518,570
MATK,0,0,2,2,0,0
MATN1,5,8,5,3,2,2
MATN1-AS1,31,22,38,28,33,31
MATN2,65,54,41,73,44,56
MATN3,27,11,29,8,8,15
MATN4,10,12,4,11,11,14
MATR3,4437,4272,4681,4206,4058,4213
MAU2,1937,1564,1718,1971,1829,2039
MAVS,4154,3621,3425,4532,3627,4794
MAX,1366,1092,1231,1151,1163,1311
MAZ,2937,2375,2543,2640,2668,3005
MB,15,2,25,24,18,14
MB21D2,281,203,223,203,195,183
MBD1,3752,3232,3502,2688,2582,2823
MBD2,2127,1826,2134,2023,1812,1985
MBD3,2828,2174,2528,1065,2162,1281
MBD3L1,0,0,0,0,0,0
MBD3L2,0,0,1,0,0,0
MBD3L2B,0,0,1,0,0,0
MBD3L3,1,0,0,0,0,0
MBD3L4,1,0,0,0,0,0
MBD3L5,0,0,0,0,0,0
MBD4,1024,807,916,1055,971,1047
MBD5,576,471,531,828,621,771
MBD6,1504,1241,1246,1331,993,1438
MBIP,347,303,422,401,421,352
MBL1P,22,6,9,9,22,18
MBL2,0,0,0,0,0,0
MBLAC1,26,17,32,30,20,19
MBLAC2,65,76,91,70,69,83
MBNL1,1697,1526,1879,1656,1809,1811
MBNL1-AS1,26,23,28,34,20,27
MBNL2,4067,4199,4772,3030,2614,2855
MBNL3,543,388,590,545,513,537
MBOAT1,1689,1227,1442,1995,2159,2112
MBOAT2,2147,2172,2382,2683,1853,2634
MBOAT4,2,0,2,0,2,0
MBOAT7,429,379,435,379,352,417
MBP,5204,4376,5125,4825,4827,4673
MBTD1,550,511,566,708,692,679
MBTPS1,6226,5156,5981,5408,5067,6000
MBTPS1-DT,15,8,3,8,10,22
MBTPS2,697,575,741,440,488,561
MC1R,221,143,181,198,215,187
MC2R,0,0,0,0,0,0
MC3R,0,0,0,0,0,0
MC4R,0,0,0,0,0,0
MC5R,0,0,0,0,0,0
MCAM,37,19,33,31,37,27
MCAT,742,614,681,601,533,623
MCC,23,26,6,35,26,22
MCCC1,1407,1301,1525,1169,1272,1563
MCCC2,610,505,580,386,373,414
MCCD1,0,0,0,0,0,0
MCEE,191,203,181,241,214,267
MCEMP1,2,0,0,0,0,0
MCF2,0,0,2,0,0,0
MCF2L,555,477,534,401,399,397
MCF2L-AS1,122,109,126,99,94,97
MCF2L2,17,11,13,27,9,33
MCFD2,886,3938,4689,3299,3138,771
MCHR1,0,0,0,12,17,2
